experiment,layer,metric,value,ci_low,ci_high,n_images,interpretation
brightness,model.8.eca,mean_abs_corr_change_local_highlight_equal_mean,0.0003020452956358592,0.00019966131076216696,0.00042057825873295467,24,受控光度诊断
brightness,model.8.eca,local_highlight_variance_increase_fraction,0.6666666666666666,0.4583333333333333,0.8333333333333334,24,受控光度诊断
brightness,model.8.eca,local_highlight_w_sup_decrease_fraction,0.6666666666666666,0.4583333333333333,0.8333333333333334,24,受控光度诊断
brightness,model.8.eca,mean_local_highlight_variance_change,0.001159502814213435,-0.00018363365282615026,0.0026439330230156577,24,受控光度诊断
brightness,model.8.eca,mean_local_highlight_w_sup_change,-3.936390082041422e-05,-9.300907452901205e-05,9.220900634924518e-06,24,受控光度诊断
brightness,model.8.eca,equal_mean_gray_error,4.044910895594407e-06,1.3583750865691746e-06,8.182711326659437e-06,72,受控光度诊断
learned_scalar,model.8.eca,learned_alpha,-0.00644683837890625,-0.00644683837890625,-0.00644683837890625,24,训练后标量；符号决定该层校准方向
learned_scalar,model.8.eca,learned_beta,0.067138671875,0.067138671875,0.067138671875,24,训练后标量；符号决定该层校准方向
learned_scalar,model.8.eca,learned_gamma,0.0408935546875,0.0408935546875,0.0408935546875,24,训练后标量；符号决定该层校准方向
brightness,model.13.eca,natural_spearman_gray_vs_corr,-0.6382608695652173,-0.8123124400590507,-0.26984438554490076,24,自然样本中像素灰度与深层 corr 的关联
brightness,model.13.eca,dark_expected_direction_fraction,0.7916666666666666,0.625,0.9166666666666666,24,受控光度诊断
brightness,model.13.eca,bright_expected_direction_fraction,0.5833333333333334,0.375,0.7916666666666666,24,受控光度诊断
brightness,model.13.eca,dark_w_bri_increase_fraction,0.20833333333333334,0.08333333333333333,0.375,24,受控光度诊断
brightness,model.13.eca,bright_w_bri_decrease_fraction,0.4166666666666667,0.20833333333333334,0.625,24,受控光度诊断
brightness,model.13.eca,mean_abs_corr_change_global_dark,0.001128292332092921,0.0007677191868424416,0.001469802049299081,24,受控光度诊断
brightness,model.13.eca,mean_abs_corr_change_radial_equal_mean,0.0003477831681569417,0.00025013812507192293,0.00046443032721678416,24,受控光度诊断
